locus_tag	ftype	length_bp	gene	EC_number	COG	product
53965_StreptomycesisolateR1_04890	CDS	804			COG3324	Putative glyoxylase CFP32
53965_StreptomycesisolateR1_04891	CDS	876	yddE_2	5.1.-.-	COG0384	Uncharacterized isomerase YddE
53965_StreptomycesisolateR1_04892	CDS	651	tdk	2.7.1.21		Thymidine kinase
53965_StreptomycesisolateR1_04893	CDS	1194				hypothetical protein
53965_StreptomycesisolateR1_04894	CDS	588				hypothetical protein
53965_StreptomycesisolateR1_04895	CDS	3237				hypothetical protein
53965_StreptomycesisolateR1_04896	CDS	282	ptsH			Phosphocarrier protein HPr
53965_StreptomycesisolateR1_04897	CDS	696	gntR_2			Probable D-xylose utilization operon transcriptional repressor
53965_StreptomycesisolateR1_04898	CDS	765		3.4.24.75		Glycyl-glycine endopeptidase ALE-1
53965_StreptomycesisolateR1_04899	CDS	1389				hypothetical protein
53965_StreptomycesisolateR1_04900	CDS	1368		3.4.24.-	COG0612	Uncharacterized zinc protease Rv2782c
53965_StreptomycesisolateR1_04901	CDS	2457	gyrA_2	5.99.1.3	COG0188	DNA gyrase subunit A
53965_StreptomycesisolateR1_04902	CDS	1104	yciC_2		COG0523	Putative metal chaperone YciC
53965_StreptomycesisolateR1_04903	CDS	579				hypothetical protein
53965_StreptomycesisolateR1_04904	CDS	282				hypothetical protein
53965_StreptomycesisolateR1_04905	CDS	1173	citA_2	2.3.3.16	COG0372	Citrate synthase 1
53965_StreptomycesisolateR1_04906	CDS	1266	citA_3	2.3.3.16	COG0372	Citrate synthase 1
53965_StreptomycesisolateR1_04907	CDS	933				hypothetical protein
53965_StreptomycesisolateR1_04908	CDS	1761	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
53965_StreptomycesisolateR1_04909	CDS	681	citT_1		COG4565	Transcriptional regulatory protein CitT
53965_StreptomycesisolateR1_04910	CDS	1593	mctC_2		COG4147	Monocarboxylic acid transporter
53965_StreptomycesisolateR1_04911	CDS	594				hypothetical protein
53965_StreptomycesisolateR1_04912	CDS	2124	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
53965_StreptomycesisolateR1_04913	CDS	231				hypothetical protein
53965_StreptomycesisolateR1_04914	CDS	858		3.4.21.4	COG5640	Trypsin
53965_StreptomycesisolateR1_04915	CDS	1533	hrdB_2		COG0568	RNA polymerase principal sigma factor HrdB
53965_StreptomycesisolateR1_04916	CDS	867	nanR_2			Transcriptional regulator NanR
53965_StreptomycesisolateR1_04917	CDS	2058	btuD_19	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
53965_StreptomycesisolateR1_04918	CDS	759				hypothetical protein
53965_StreptomycesisolateR1_04919	CDS	1542				hypothetical protein
53965_StreptomycesisolateR1_04920	CDS	2211	rhlE_3	3.6.4.13		ATP-dependent RNA helicase RhlE
53965_StreptomycesisolateR1_04921	CDS	549				hypothetical protein
53965_StreptomycesisolateR1_04922	CDS	642				hypothetical protein
53965_StreptomycesisolateR1_04923	CDS	702				hypothetical protein
53965_StreptomycesisolateR1_04924	CDS	621				Uncharacterized HTH-type transcriptional regulator Rv1556
53965_StreptomycesisolateR1_04925	CDS	1548	mdtD_7			Putative multidrug resistance protein MdtD
53965_StreptomycesisolateR1_04926	CDS	906				hypothetical protein
53965_StreptomycesisolateR1_04927	CDS	660	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
53965_StreptomycesisolateR1_04928	CDS	678				hypothetical protein
53965_StreptomycesisolateR1_04929	CDS	537				hypothetical protein
53965_StreptomycesisolateR1_04930	CDS	2898	nrdJ	1.17.4.1	COG0209	Vitamin B12-dependent ribonucleotide reductase
53965_StreptomycesisolateR1_04931	CDS	549	nrdR		COG1327	Transcriptional repressor NrdR
53965_StreptomycesisolateR1_04932	CDS	780	lexA	3.4.21.88	COG1974	LexA repressor
53965_StreptomycesisolateR1_04933	CDS	1995	dinG	3.6.4.12	COG1199	Probable ATP-dependent helicase DinG homolog
53965_StreptomycesisolateR1_04934	CDS	693				hypothetical protein
53965_StreptomycesisolateR1_04935	CDS	1899	iucA	6.3.2.38	COG4264	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
53965_StreptomycesisolateR1_04936	CDS	1488	dat_1	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
53965_StreptomycesisolateR1_04937	CDS	1230				hypothetical protein
53965_StreptomycesisolateR1_04938	CDS	1218				hypothetical protein
53965_StreptomycesisolateR1_04939	CDS	1494	hflX		COG2262	GTPase HflX
53965_StreptomycesisolateR1_04940	CDS	1551				hypothetical protein
53965_StreptomycesisolateR1_04941	CDS	2178	relA_1		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
53965_StreptomycesisolateR1_04942	CDS	894	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
53965_StreptomycesisolateR1_04943	CDS	501				hypothetical protein
53965_StreptomycesisolateR1_04944	CDS	939	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
53965_StreptomycesisolateR1_04945	CDS	288				hypothetical protein
53965_StreptomycesisolateR1_04946	CDS	300				hypothetical protein
53965_StreptomycesisolateR1_04947	CDS	714				hypothetical protein
53965_StreptomycesisolateR1_04948	CDS	1518	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
53965_StreptomycesisolateR1_04949	CDS	1176				hypothetical protein
53965_StreptomycesisolateR1_04950	CDS	660	nreC_8		COG2197	Oxygen regulatory protein NreC
53965_StreptomycesisolateR1_04951	CDS	1089				hypothetical protein
53965_StreptomycesisolateR1_04952	CDS	486	khtT_2		COG0490	K(+)/H(+) antiporter subunit KhtT
53965_StreptomycesisolateR1_04953	CDS	1233	khtU_3		COG0475	K(+)/H(+) antiporter subunit KhtU
53965_StreptomycesisolateR1_04954	CDS	525				hypothetical protein
53965_StreptomycesisolateR1_04955	CDS	996				hypothetical protein
53965_StreptomycesisolateR1_04956	CDS	1437	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
53965_StreptomycesisolateR1_04957	CDS	699	regX3_3		COG0745	Sensory transduction protein regX3
53965_StreptomycesisolateR1_04958	CDS	777	glnQ_3			Glutamine transport ATP-binding protein GlnQ
53965_StreptomycesisolateR1_04959	CDS	840	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
53965_StreptomycesisolateR1_04960	CDS	669	glnM		COG0765	Probable glutamine ABC transporter permease protein GlnM
53965_StreptomycesisolateR1_04961	CDS	888				hypothetical protein
53965_StreptomycesisolateR1_04962	CDS	591				hypothetical protein
53965_StreptomycesisolateR1_04963	CDS	300				hypothetical protein
53965_StreptomycesisolateR1_04964	CDS	1767	arc		COG0464	Proteasome-associated ATPase
53965_StreptomycesisolateR1_04965	CDS	1512	dop	3.4.-.-		Depupylase
53965_StreptomycesisolateR1_04966	CDS	219	pup			Prokaryotic ubiquitin-like protein Pup
53965_StreptomycesisolateR1_04967	CDS	777	prcB	3.4.25.1	COG0638	Proteasome subunit beta
53965_StreptomycesisolateR1_04968	CDS	741	prcA	3.4.25.1	COG0638	Proteasome subunit alpha
53965_StreptomycesisolateR1_04969	CDS	1011	cytR_6		COG1609	HTH-type transcriptional repressor CytR
53965_StreptomycesisolateR1_04970	CDS	1260				hypothetical protein
53965_StreptomycesisolateR1_04971	CDS	1362	pafA	6.3.1.19		Pup--protein ligase
53965_StreptomycesisolateR1_04972	CDS	999				hypothetical protein
53965_StreptomycesisolateR1_04973	CDS	372	fkbP_2	5.2.1.8		FK506-binding protein
53965_StreptomycesisolateR1_04974	CDS	954	pafB		COG2378	Protein PafB
53965_StreptomycesisolateR1_04975	CDS	1089	pafC		COG2378	Protein PafC
53965_StreptomycesisolateR1_04976	CDS	321				hypothetical protein
53965_StreptomycesisolateR1_04977	CDS	195				hypothetical protein
53965_StreptomycesisolateR1_04978	CDS	288	tatA_2			Sec-independent protein translocase protein TatA
53965_StreptomycesisolateR1_04979	CDS	951	tatC		COG0805	Sec-independent protein translocase protein TatC
53965_StreptomycesisolateR1_04980	CDS	2853	helY	3.6.4.-	COG4581	Probable helicase HelY
53965_StreptomycesisolateR1_04981	CDS	1626				hypothetical protein
53965_StreptomycesisolateR1_04982	CDS	408			COG2018	Serine protease inhibitor Rv3364c
53965_StreptomycesisolateR1_04983	CDS	417				hypothetical protein
53965_StreptomycesisolateR1_04984	CDS	621				hypothetical protein
53965_StreptomycesisolateR1_04985	CDS	1497				hypothetical protein
53965_StreptomycesisolateR1_04986	CDS	1029				hypothetical protein
53965_StreptomycesisolateR1_04987	CDS	582				hypothetical protein
53965_StreptomycesisolateR1_04988	CDS	843			COG2375	Uncharacterized protein Rv2895c
53965_StreptomycesisolateR1_04989	CDS	906		3.1.11.-	COG0258	5'-3' exonuclease
53965_StreptomycesisolateR1_04990	CDS	1131	opuAA_2	3.6.3.32	COG4175	Glycine betaine transport ATP-binding protein OpuAA
53965_StreptomycesisolateR1_04991	CDS	2616				hypothetical protein
53965_StreptomycesisolateR1_04992	CDS	570				hypothetical protein
53965_StreptomycesisolateR1_04993	CDS	720	btuF_1			Vitamin B12-binding protein
53965_StreptomycesisolateR1_04994	CDS	1173				hypothetical protein
53965_StreptomycesisolateR1_04995	CDS	975				Uncharacterized HTH-type transcriptional regulator Rv2282c
53965_StreptomycesisolateR1_04996	CDS	693		2.4.2.-	COG2071	Putative glutamine amidotransferase Rv2859c
53965_StreptomycesisolateR1_04997	CDS	711	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
53965_StreptomycesisolateR1_04998	CDS	1359	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
53965_StreptomycesisolateR1_04999	CDS	1404	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
53965_StreptomycesisolateR1_05000	CDS	783	lvr	1.1.1.-		Levodione reductase
53965_StreptomycesisolateR1_05001	CDS	1056				hypothetical protein
53965_StreptomycesisolateR1_05002	CDS	1209				hypothetical protein
53965_StreptomycesisolateR1_05003	CDS	1266				hypothetical protein
53965_StreptomycesisolateR1_05004	CDS	1182				hypothetical protein
53965_StreptomycesisolateR1_05005	CDS	804				hypothetical protein
53965_StreptomycesisolateR1_05006	CDS	732				hypothetical protein
53965_StreptomycesisolateR1_05007	CDS	366				hypothetical protein
53965_StreptomycesisolateR1_05008	CDS	600	infC		COG0290	Translation initiation factor IF-3
53965_StreptomycesisolateR1_05009	CDS	195	rpmI		COG0291	50S ribosomal protein L35
53965_StreptomycesisolateR1_05010	CDS	384	rplT		COG0292	50S ribosomal protein L20
53965_StreptomycesisolateR1_05011	CDS	858	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
53965_StreptomycesisolateR1_05012	CDS	1149	walK	2.7.13.3		Sensor histidine kinase WalK
53965_StreptomycesisolateR1_05013	CDS	1122	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
53965_StreptomycesisolateR1_05014	CDS	2514	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
53965_StreptomycesisolateR1_05015	CDS	1341				hypothetical protein
53965_StreptomycesisolateR1_05016	CDS	543				hypothetical protein
53965_StreptomycesisolateR1_05017	CDS	912	fadB2_2	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
53965_StreptomycesisolateR1_05018	CDS	1245				hypothetical protein
53965_StreptomycesisolateR1_05019	CDS	195				Uncharacterized protein Rv2302
53965_StreptomycesisolateR1_05020	CDS	927				hypothetical protein
53965_StreptomycesisolateR1_05021	CDS	1434	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
53965_StreptomycesisolateR1_05022	CDS	621				hypothetical protein
53965_StreptomycesisolateR1_05023	CDS	579				hypothetical protein
53965_StreptomycesisolateR1_05024	CDS	2475		3.2.1.55		Extracellular exo-alpha-L-arabinofuranosidase
53965_StreptomycesisolateR1_05025	CDS	525				hypothetical protein
53965_StreptomycesisolateR1_05026	CDS	786				hypothetical protein
53965_StreptomycesisolateR1_05027	CDS	1704	nfdA	3.5.1.91		N-substituted formamide deformylase
53965_StreptomycesisolateR1_05028	CDS	1029	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
53965_StreptomycesisolateR1_05029	CDS	1152	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
53965_StreptomycesisolateR1_05030	CDS	921	argB	2.7.2.8	COG0548	Acetylglutamate kinase
53965_StreptomycesisolateR1_05031	CDS	1209	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
53965_StreptomycesisolateR1_05032	CDS	540	argR		COG1438	Arginine repressor
53965_StreptomycesisolateR1_05033	CDS	861				hypothetical protein
53965_StreptomycesisolateR1_05034	CDS	795				hypothetical protein
53965_StreptomycesisolateR1_05035	CDS	1383	hmp_2	1.14.12.17		Flavohemoprotein
53965_StreptomycesisolateR1_05036	CDS	714				hypothetical protein
53965_StreptomycesisolateR1_05037	CDS	588				hypothetical protein
53965_StreptomycesisolateR1_05038	CDS	1428	argH	4.3.2.1	COG0165	Argininosuccinate lyase
53965_StreptomycesisolateR1_05039	CDS	972	tas_3		COG0667	Protein tas
53965_StreptomycesisolateR1_05040	CDS	552				hypothetical protein
53965_StreptomycesisolateR1_05041	CDS	1533	qacA_3		COG0477	Antiseptic resistance protein
53965_StreptomycesisolateR1_05042	CDS	672			COG0204	Uncharacterized protein Rv0502
53965_StreptomycesisolateR1_05043	CDS	1179	glpQ_5	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
53965_StreptomycesisolateR1_05044	CDS	501				hypothetical protein
53965_StreptomycesisolateR1_05045	CDS	498	wecD	2.3.1.210		dTDP-fucosamine acetyltransferase
53965_StreptomycesisolateR1_05046	CDS	417				hypothetical protein
53965_StreptomycesisolateR1_05047	CDS	360				hypothetical protein
53965_StreptomycesisolateR1_05048	CDS	651	vldH	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
53965_StreptomycesisolateR1_05049	CDS	1056	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
53965_StreptomycesisolateR1_05050	CDS	738	metP		COG2011	Methionine import system permease protein MetP
53965_StreptomycesisolateR1_05051	CDS	828	metQ		COG1464	Methionine-binding lipoprotein MetQ
53965_StreptomycesisolateR1_05052	CDS	639				hypothetical protein
53965_StreptomycesisolateR1_05053	CDS	1227	cbiET_2		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
53965_StreptomycesisolateR1_05054	CDS	3741	cobT_2	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
53965_StreptomycesisolateR1_05055	CDS	1233	cysG_3	4.99.1.4		Siroheme synthase
53965_StreptomycesisolateR1_05056	CDS	819	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
53965_StreptomycesisolateR1_05057	CDS	1425	pknD_16	2.7.11.1		Serine/threonine-protein kinase PknD
53965_StreptomycesisolateR1_05058	CDS	183				hypothetical protein
53965_StreptomycesisolateR1_05059	CDS	1008				hypothetical protein
53965_StreptomycesisolateR1_05060	CDS	285				hypothetical protein
53965_StreptomycesisolateR1_05061	tRNA	73				tRNA-Val(gac)
53965_StreptomycesisolateR1_05062	tRNA	73				tRNA-Val(gac)
53965_StreptomycesisolateR1_05063	tRNA	73				tRNA-Val(gac)
53965_StreptomycesisolateR1_05064	tRNA	74				tRNA-Cys(gca)
53965_StreptomycesisolateR1_05065	tRNA	74				tRNA-Gly(gcc)
53965_StreptomycesisolateR1_05066	CDS	1065	menF_2	5.4.4.2		Isochorismate synthase MenF
53965_StreptomycesisolateR1_05067	CDS	822	dat_2	2.6.1.21		D-alanine aminotransferase
53965_StreptomycesisolateR1_05068	CDS	825				hypothetical protein
53965_StreptomycesisolateR1_05069	CDS	525				hypothetical protein
53965_StreptomycesisolateR1_05070	CDS	456				hypothetical protein
53965_StreptomycesisolateR1_05071	CDS	561				hypothetical protein
53965_StreptomycesisolateR1_05072	CDS	414	ssgB_5			Sporulation-specific cell division protein SsgB
53965_StreptomycesisolateR1_05073	CDS	453				hypothetical protein
53965_StreptomycesisolateR1_05074	tRNA	74				tRNA-Val(cac)
53965_StreptomycesisolateR1_05075	CDS	1302	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
53965_StreptomycesisolateR1_05076	CDS	999	araP_4		COG1175	L-arabinose transport system permease protein AraP
53965_StreptomycesisolateR1_05077	CDS	912	araQ_10		COG0395	L-arabinose transport system permease protein AraQ
53965_StreptomycesisolateR1_05078	CDS	600				hypothetical protein
53965_StreptomycesisolateR1_05079	CDS	2739				hypothetical protein
53965_StreptomycesisolateR1_05080	CDS	459				hypothetical protein
53965_StreptomycesisolateR1_05081	tRNA	73				tRNA-Val(cac)
53965_StreptomycesisolateR1_05082	CDS	726	polC_4	2.7.7.7		DNA polymerase III PolC-type
53965_StreptomycesisolateR1_05083	CDS	567				hypothetical protein
53965_StreptomycesisolateR1_05084	CDS	1275				hypothetical protein
53965_StreptomycesisolateR1_05085	CDS	1977	thrS_2	6.1.1.3	COG0441	Threonine--tRNA ligase
53965_StreptomycesisolateR1_05086	CDS	474		2.7.7.53	COG0537	AP-4-A phosphorylase
53965_StreptomycesisolateR1_05087	CDS	1656				hypothetical protein
53965_StreptomycesisolateR1_05088	CDS	2199			COG0480	Elongation factor G-like protein
53965_StreptomycesisolateR1_05089	CDS	669	pgsA_1	2.7.8.11	COG0558	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
53965_StreptomycesisolateR1_05090	CDS	930		2.3.1.-	COG1560	Phosphatidylinositol mannoside acyltransferase
53965_StreptomycesisolateR1_05091	CDS	1164	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
53965_StreptomycesisolateR1_05092	CDS	543				hypothetical protein
53965_StreptomycesisolateR1_05093	CDS	912	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
53965_StreptomycesisolateR1_05094	CDS	609	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
53965_StreptomycesisolateR1_05095	CDS	753			COG0217	Probable transcriptional regulatory protein Rv2603c
53965_StreptomycesisolateR1_05096	CDS	567	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
53965_StreptomycesisolateR1_05097	CDS	606	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
53965_StreptomycesisolateR1_05098	CDS	1074	ruvB_3	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
53965_StreptomycesisolateR1_05099	CDS	513				hypothetical protein
53965_StreptomycesisolateR1_05100	CDS	1815	secD		COG0342	Protein translocase subunit SecD
53965_StreptomycesisolateR1_05101	CDS	1122	secF		COG0341	Protein translocase subunit SecF
53965_StreptomycesisolateR1_05102	CDS	549	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
53965_StreptomycesisolateR1_05103	CDS	2544	relA_2		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
53965_StreptomycesisolateR1_05104	CDS	1230				Uncharacterized protein MSMEG_2731/MSMEI_2664
53965_StreptomycesisolateR1_05105	CDS	834				hypothetical protein
53965_StreptomycesisolateR1_05106	CDS	717		3.-.-.-		Uncharacterized protein Rv2581c
53965_StreptomycesisolateR1_05107	CDS	1263	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
53965_StreptomycesisolateR1_05108	CDS	663				hypothetical protein
53965_StreptomycesisolateR1_05109	CDS	1356			COG2256	Uncharacterized AAA domain-containing protein Rv2559c
53965_StreptomycesisolateR1_05110	CDS	615	rpsD			30S ribosomal protein S4
53965_StreptomycesisolateR1_05111	CDS	2196				hypothetical protein
53965_StreptomycesisolateR1_05112	CDS	450				hypothetical protein
53965_StreptomycesisolateR1_05113	CDS	363				hypothetical protein
53965_StreptomycesisolateR1_05114	CDS	2673	alaS_3	6.1.1.7	COG0013	Alanine--tRNA ligase
53965_StreptomycesisolateR1_05115	CDS	504		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
53965_StreptomycesisolateR1_05116	CDS	1737				hypothetical protein
53965_StreptomycesisolateR1_05117	CDS	840	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
53965_StreptomycesisolateR1_05118	CDS	375				hypothetical protein
53965_StreptomycesisolateR1_05119	CDS	867	sugB_4		COG0395	Trehalose transport system permease protein SugB
53965_StreptomycesisolateR1_05120	CDS	948	sugA_3		COG1175	Trehalose transport system permease protein SugA
53965_StreptomycesisolateR1_05121	CDS	1371				hypothetical protein
53965_StreptomycesisolateR1_05122	CDS	198				hypothetical protein
53965_StreptomycesisolateR1_05123	CDS	852				hypothetical protein
53965_StreptomycesisolateR1_05124	CDS	504				hypothetical protein
53965_StreptomycesisolateR1_05125	CDS	1821				hypothetical protein
53965_StreptomycesisolateR1_05126	CDS	1308			COG0582	Putative prophage phiRv2 integrase
53965_StreptomycesisolateR1_05127	CDS	225				hypothetical protein
53965_StreptomycesisolateR1_05128	CDS	279				hypothetical protein
53965_StreptomycesisolateR1_05129	CDS	540				hypothetical protein
53965_StreptomycesisolateR1_05130	CDS	693	citT_2		COG4565	Transcriptional regulatory protein CitT
53965_StreptomycesisolateR1_05131	CDS	1665	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
53965_StreptomycesisolateR1_05132	CDS	1401	dctA2		COG1301	C4-dicarboxylate transport protein 2
53965_StreptomycesisolateR1_05133	CDS	399	cueR_2		COG0789	HTH-type transcriptional regulator CueR
53965_StreptomycesisolateR1_05134	CDS	330	trxA_2		COG0526	Thioredoxin 1
53965_StreptomycesisolateR1_05135	CDS	2268				hypothetical protein
53965_StreptomycesisolateR1_05136	CDS	2364	glgB_2	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
53965_StreptomycesisolateR1_05137	CDS	1395	mak_2	2.7.1.175	COG3281	Maltokinase
53965_StreptomycesisolateR1_05138	CDS	1701	treS_2	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
53965_StreptomycesisolateR1_05139	CDS	2064	glgE1	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1
53965_StreptomycesisolateR1_05140	CDS	2769	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
53965_StreptomycesisolateR1_05141	CDS	510				hypothetical protein
53965_StreptomycesisolateR1_05142	CDS	1650		3.4.-.-		Transglutaminase-activating metalloprotease
53965_StreptomycesisolateR1_05143	CDS	2049		3.4.-.-		Transglutaminase-activating metalloprotease
53965_StreptomycesisolateR1_05144	CDS	1758			COG1132	Uncharacterized ABC transporter ATP-binding protein TM_0288
53965_StreptomycesisolateR1_05145	CDS	1839	yheI_1	3.6.3.-	COG1132	Probable multidrug resistance ABC transporter ATP-binding/permease protein YheI
53965_StreptomycesisolateR1_05146	CDS	1890		3.6.3.-		Putative multidrug export ATP-binding/permease protein SA1683
53965_StreptomycesisolateR1_05147	CDS	1917		3.6.3.-		Putative multidrug export ATP-binding/permease protein SA1683
53965_StreptomycesisolateR1_05148	CDS	903	btuD_20	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
53965_StreptomycesisolateR1_05149	CDS	762				hypothetical protein
53965_StreptomycesisolateR1_05150	CDS	1284				hypothetical protein
53965_StreptomycesisolateR1_05151	CDS	702	liaR_7		COG2197	Transcriptional regulatory protein LiaR
53965_StreptomycesisolateR1_05152	CDS	2295	glgX_3	3.2.1.-	COG1523	Glycogen operon protein GlgX homolog
53965_StreptomycesisolateR1_05153	CDS	1257	ldtB_3	2.3.2.-		L,D-transpeptidase 2
53965_StreptomycesisolateR1_05154	CDS	1197	lppS_2	2.3.2.-	COG1376	Putative L,D-transpeptidase LppS
53965_StreptomycesisolateR1_05155	CDS	768	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
53965_StreptomycesisolateR1_05156	CDS	504				hypothetical protein
53965_StreptomycesisolateR1_05157	CDS	615				hypothetical protein
53965_StreptomycesisolateR1_05158	CDS	642				hypothetical protein
53965_StreptomycesisolateR1_05159	CDS	159				hypothetical protein
53965_StreptomycesisolateR1_05160	CDS	213				hypothetical protein
53965_StreptomycesisolateR1_05161	CDS	663				hypothetical protein
53965_StreptomycesisolateR1_05162	CDS	558	acm_3	3.2.1.17		Lysozyme M1
53965_StreptomycesisolateR1_05163	CDS	735		3.4.17.14		Zinc D-Ala-D-Ala carboxypeptidase
53965_StreptomycesisolateR1_05164	CDS	1419	yhjE_2			Inner membrane metabolite transport protein YhjE
53965_StreptomycesisolateR1_05165	CDS	1368	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
53965_StreptomycesisolateR1_05166	CDS	1263	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
53965_StreptomycesisolateR1_05167	CDS	378	gcvH		COG0509	Glycine cleavage system H protein
53965_StreptomycesisolateR1_05168	CDS	1119	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
53965_StreptomycesisolateR1_05169	CDS	669				hypothetical protein
53965_StreptomycesisolateR1_05170	CDS	768				hypothetical protein
53965_StreptomycesisolateR1_05171	CDS	759				hypothetical protein
53965_StreptomycesisolateR1_05172	CDS	1008	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
53965_StreptomycesisolateR1_05173	CDS	1800				hypothetical protein
53965_StreptomycesisolateR1_05174	CDS	999	gsiC_5		COG0601	Glutathione transport system permease protein GsiC
53965_StreptomycesisolateR1_05175	CDS	1098	oppD_5		COG0444	Oligopeptide transport ATP-binding protein OppD
53965_StreptomycesisolateR1_05176	CDS	1539	btuD_21	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
53965_StreptomycesisolateR1_05177	CDS	660	yadS		COG2860	UPF0126 inner membrane protein YadS
53965_StreptomycesisolateR1_05178	CDS	1212				hypothetical protein
53965_StreptomycesisolateR1_05179	CDS	744				hypothetical protein
53965_StreptomycesisolateR1_05180	CDS	861				Uncharacterized protein Rv0499
53965_StreptomycesisolateR1_05181	CDS	627	fabR		COG1309	HTH-type transcriptional repressor FabR
53965_StreptomycesisolateR1_05182	CDS	168				hypothetical protein
53965_StreptomycesisolateR1_05183	CDS	294				hypothetical protein
53965_StreptomycesisolateR1_05184	CDS	1170	iscS_2	2.8.1.7	COG1104	IscS-like cysteine desulfurase
53965_StreptomycesisolateR1_05185	CDS	714				hypothetical protein
53965_StreptomycesisolateR1_05186	CDS	1131	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
53965_StreptomycesisolateR1_05187	CDS	774				hypothetical protein
53965_StreptomycesisolateR1_05188	CDS	333				hypothetical protein
53965_StreptomycesisolateR1_05189	CDS	540	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
53965_StreptomycesisolateR1_05190	CDS	690		1.-.-.-		Uncharacterized oxidoreductase SA2266
53965_StreptomycesisolateR1_05191	CDS	996				hypothetical protein
53965_StreptomycesisolateR1_05192	CDS	2208	ligA_2	6.5.1.2	COG0272	DNA ligase A
53965_StreptomycesisolateR1_05193	CDS	2229				hypothetical protein
53965_StreptomycesisolateR1_05194	CDS	618				hypothetical protein
53965_StreptomycesisolateR1_05195	CDS	372				hypothetical protein
53965_StreptomycesisolateR1_05196	CDS	519				hypothetical protein
53965_StreptomycesisolateR1_05197	CDS	297	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
53965_StreptomycesisolateR1_05198	CDS	1494	gatA_3	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
53965_StreptomycesisolateR1_05199	CDS	240				hypothetical protein
